year,round,event,circuit,driver_code,driver_number,driver_age,constructor,grid_position,finish_position,position_gain,points_constructor
2022,1,Miami Grand Prix,Miami,20,20,28,Haas F1 Team,13,16,-3,100.0
2022,1,Miami Grand Prix,Miami,24,24,32,Alfa Romeo,16,20,-4,100.0
2022,1,Miami Grand Prix,Miami,23,23,24,Williams,6,10,-4,100.0
2022,1,Miami Grand Prix,Miami,6,6,26,Williams,10,14,-4,100.0
2022,1,Miami Grand Prix,Miami,31,31,36,Alpine,6,8,-2,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,16,16,36,Ferrari,21,20,1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,1,1,27,Red Bull Racing,3,1,2,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,55,55,24,Ferrari,5,4,1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,63,63,24,Mercedes,4,3,1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,11,11,31,Red Bull Racing,4,2,2,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,44,44,25,Mercedes,6,5,1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,77,77,35,Alfa Romeo,2,6,-4,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,20,20,31,Haas F1 Team,14,17,-3,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,3,3,30,McLaren,12,12,0,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,47,47,33,Haas F1 Team,11,14,-3,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,4,4,33,McLaren,8,8,0,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,31,31,25,Alpine,5,7,-2,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,22,22,29,AlphaTauri,7,10,-3,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,10,10,29,AlphaTauri,10,13,-3,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,24,24,26,Alfa Romeo,15,19,-4,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,5,5,34,Aston Martin,10,11,-1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,18,18,25,Aston Martin,14,15,-1,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,23,23,35,Williams,14,18,-4,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,6,6,24,Williams,12,16,-4,100.0
2022,1,Spanish Grand Prix,Spanish Grand Prix,14,14,29,Alpine,7,9,-2,100.0
2022,1,Monaco Grand Prix,Monte Carlo,16,16,35,Ferrari,5,4,1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,55,55,28,Ferrari,3,2,1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,11,11,34,Red Bull Racing,3,1,2,100.0
2022,1,Monaco Grand Prix,Monte Carlo,1,1,32,Red Bull Racing,5,3,2,100.0
2022,1,Monaco Grand Prix,Monte Carlo,4,4,24,McLaren,6,6,0,100.0
2022,1,Monaco Grand Prix,Monte Carlo,63,63,30,Mercedes,6,5,1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,14,14,28,Alpine,5,7,-2,100.0
2022,1,Monaco Grand Prix,Monte Carlo,44,44,28,Mercedes,9,8,1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,5,5,25,Aston Martin,9,10,-1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,31,31,34,Alpine,10,12,-2,100.0
2022,1,Monaco Grand Prix,Monte Carlo,22,22,26,AlphaTauri,14,17,-3,100.0
2022,1,Monaco Grand Prix,Monte Carlo,77,77,30,Alfa Romeo,5,9,-4,100.0
2022,1,Monaco Grand Prix,Monte Carlo,20,20,29,Haas F1 Team,17,20,-3,100.0
2022,1,Monaco Grand Prix,Monte Carlo,3,3,35,McLaren,13,13,0,100.0
2022,1,Monaco Grand Prix,Monte Carlo,47,47,25,Haas F1 Team,16,19,-3,100.0
2022,1,Monaco Grand Prix,Monte Carlo,23,23,29,Williams,14,18,-4,100.0
2022,1,Monaco Grand Prix,Monte Carlo,10,10,25,AlphaTauri,8,11,-3,100.0
2022,1,Monaco Grand Prix,Monte Carlo,18,18,25,Aston Martin,13,14,-1,100.0
2022,1,Monaco Grand Prix,Monte Carlo,6,6,25,Williams,11,15,-4,100.0
2022,1,Monaco Grand Prix,Monte Carlo,24,24,34,Alfa Romeo,12,16,-4,100.0
2022,1,Azerbaijan Grand Prix,Baku,16,16,26,Ferrari,20,19,1,100.0
2022,1,Azerbaijan Grand Prix,Baku,11,11,25,Red Bull Racing,4,2,2,100.0
2022,1,Azerbaijan Grand Prix,Baku,1,1,27,Red Bull Racing,3,1,2,100.0
2022,1,Azerbaijan Grand Prix,Baku,55,55,32,Ferrari,21,20,1,100.0
2022,1,Azerbaijan Grand Prix,Baku,63,63,29,Mercedes,4,3,1,100.0
2022,1,Azerbaijan Grand Prix,Baku,10,10,24,AlphaTauri,2,5,-3,100.0
2022,1,Azerbaijan Grand Prix,Baku,44,44,31,Mercedes,5,4,1,100.0
2022,1,Azerbaijan Grand Prix,Baku,22,22,35,AlphaTauri,10,13,-3,100.0
2022,1,Azerbaijan Grand Prix,Baku,5,5,30,Aston Martin,5,6,-1,100.0
2022,1,Azerbaijan Grand Prix,Baku,14,14,33,Alpine,5,7,-2,100.0
2022,1,Azerbaijan Grand Prix,Baku,4,4,26,McLaren,9,9,0,100.0
2022,1,Azerbaijan Grand Prix,Baku,3,3,24,McLaren,8,8,0,100.0
2022,1,Azerbaijan Grand Prix,Baku,31,31,28,Alpine,8,10,-2,100.0
2022,1,Azerbaijan Grand Prix,Baku,24,24,36,Alfa Romeo,14,18,-4,100.0
2022,1,Azerbaijan Grand Prix,Baku,77,77,27,Alfa Romeo,7,11,-4,100.0
2022,1,Azerbaijan Grand Prix,Baku,20,20,33,Haas F1 Team,14,17,-3,100.0
2022,1,Azerbaijan Grand Prix,Baku,23,23,31,Williams,8,12,-4,100.0
2022,1,Azerbaijan Grand Prix,Baku,6,6,24,Williams,11,15,-4,100.0
2022,1,Azerbaijan Grand Prix,Baku,18,18,33,Aston Martin,15,16,-1,100.0
2022,1,Azerbaijan Grand Prix,Baku,47,47,24,Haas F1 Team,11,14,-3,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,1,1,35,Red Bull Racing,3,1,2,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,14,14,27,Alpine,5,7,-2,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,55,55,31,Ferrari,3,2,1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,44,44,28,Mercedes,4,3,1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,20,20,25,Haas F1 Team,14,17,-3,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,47,47,29,Haas F1 Team,16,19,-3,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,31,31,28,Alpine,4,6,-2,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,63,63,25,Mercedes,5,4,1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,3,3,36,McLaren,11,11,0,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,24,24,34,Alfa Romeo,5,9,-4,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,77,77,34,Alfa Romeo,4,8,-4,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,23,23,34,Williams,9,13,-4,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,11,11,26,Red Bull Racing,22,20,2,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,4,4,32,McLaren,15,15,0,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,10,10,30,AlphaTauri,11,14,-3,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,5,5,30,Aston Martin,11,12,-1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,18,18,34,Aston Martin,9,10,-1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,6,6,29,Williams,12,16,-4,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,16,16,31,Ferrari,6,5,1,100.0
2022,1,Canadian Grand Prix,Canadian Grand Prix,22,22,27,AlphaTauri,15,18,-3,100.0
2022,1,British Grand Prix,Silverstone,55,55,31,Ferrari,2,1,1,100.0
2022,1,British Grand Prix,Silverstone,1,1,27,Red Bull Racing,9,7,2,100.0
2022,1,British Grand Prix,Silverstone,16,16,31,Ferrari,5,4,1,100.0
2022,1,British Grand Prix,Silverstone,11,11,32,Red Bull Racing,4,2,2,100.0
2022,1,British Grand Prix,Silverstone,44,44,26,Mercedes,4,3,1,100.0
2022,1,British Grand Prix,Silverstone,4,4,26,McLaren,6,6,0,100.0
2022,1,British Grand Prix,Silverstone,14,14,34,Alpine,3,5,-2,100.0
2022,1,British Grand Prix,Silverstone,63,63,36,Mercedes,19,18,1,100.0
2022,1,British Grand Prix,Silverstone,24,24,25,Alfa Romeo,15,19,-4,100.0
2022,1,British Grand Prix,Silverstone,6,6,36,Williams,8,12,-4,100.0
2022,1,British Grand Prix,Silverstone,10,10,33,AlphaTauri,13,16,-3,100.0
2022,1,British Grand Prix,Silverstone,77,77,26,Alfa Romeo,13,17,-4,100.0
2022,1,British Grand Prix,Silverstone,22,22,26,AlphaTauri,11,14,-3,100.0
2022,1,British Grand Prix,Silverstone,3,3,28,McLaren,13,13,0,100.0
2022,1,British Grand Prix,Silverstone,31,31,28,Alpine,13,15,-2,100.0
2022,1,British Grand Prix,Silverstone,23,23,25,Williams,16,20,-4,100.0
2022,1,British Grand Prix,Silverstone,20,20,35,Haas F1 Team,7,10,-3,100.0
2022,1,British Grand Prix,Silverstone,5,5,33,Aston Martin,8,9,-1,100.0
2022,1,British Grand Prix,Silverstone,47,47,36,Haas F1 Team,5,8,-3,100.0
2022,1,British Grand Prix,Silverstone,18,18,29,Aston Martin,10,11,-1,100.0
2022,1,Austrian Grand Prix,Spielberg,1,1,28,Red Bull Racing,4,2,2,100.0
2022,1,Austrian Grand Prix,Spielberg,16,16,29,Ferrari,2,1,1,100.0
2022,1,Austrian Grand Prix,Spielberg,55,55,24,Ferrari,19,18,1,100.0
2022,1,Austrian Grand Prix,Spielberg,63,63,28,Mercedes,5,4,1,100.0
2022,1,Austrian Grand Prix,Spielberg,11,11,32,Red Bull Racing,22,20,2,100.0
2022,1,Austrian Grand Prix,Spielberg,31,31,35,Alpine,3,5,-2,100.0
2022,1,Austrian Grand Prix,Spielberg,20,20,33,Haas F1 Team,5,8,-3,100.0
2022,1,Austrian Grand Prix,Spielberg,44,44,25,Mercedes,4,3,1,100.0
2022,1,Austrian Grand Prix,Spielberg,47,47,24,Haas F1 Team,3,6,-3,100.0
2022,1,Austrian Grand Prix,Spielberg,4,4,33,McLaren,7,7,0,100.0
2022,1,Austrian Grand Prix,Spielberg,3,3,36,McLaren,9,9,0,100.0
2022,1,Austrian Grand Prix,Spielberg,18,18,34,Aston Martin,12,13,-1,100.0
2022,1,Austrian Grand Prix,Spielberg,24,24,32,Alfa Romeo,10,14,-4,100.0
2022,1,Austrian Grand Prix,Spielberg,10,10,33,AlphaTauri,12,15,-3,100.0
2022,1,Austrian Grand Prix,Spielberg,23,23,32,Williams,8,12,-4,100.0
2022,1,Austrian Grand Prix,Spielberg,22,22,32,AlphaTauri,13,16,-3,100.0
2022,1,Austrian Grand Prix,Spielberg,6,6,29,Williams,15,19,-4,100.0
2022,1,Austrian Grand Prix,Spielberg,5,5,31,Aston Martin,16,17,-1,100.0
2022,1,Austrian Grand Prix,Spielberg,14,14,34,Alpine,8,10,-2,100.0
2022,1,Austrian Grand Prix,Spielberg,77,77,36,Alfa Romeo,7,11,-4,100.0
2022,1,French Grand Prix,French Grand Prix,16,16,24,Ferrari,20,19,1,100.0
2022,1,French Grand Prix,French Grand Prix,1,1,33,Red Bull Racing,3,1,2,100.0
2022,1,French Grand Prix,French Grand Prix,11,11,27,Red Bull Racing,6,4,2,100.0
2022,1,French Grand Prix,French Grand Prix,44,44,24,Mercedes,3,2,1,100.0
2022,1,French Grand Prix,French Grand Prix,4,4,31,McLaren,7,7,0,100.0
2022,1,French Grand Prix,French Grand Prix,63,63,24,Mercedes,4,3,1,100.0
2022,1,French Grand Prix,French Grand Prix,14,14,26,Alpine,4,6,-2,100.0
2022,1,French Grand Prix,French Grand Prix,22,22,36,AlphaTauri,17,20,-3,100.0
2022,1,French Grand Prix,French Grand Prix,3,3,27,McLaren,9,9,0,100.0
2022,1,French Grand Prix,French Grand Prix,31,31,31,Alpine,6,8,-2,100.0
2022,1,French Grand Prix,French Grand Prix,77,77,29,Alfa Romeo,10,14,-4,100.0
2022,1,French Grand Prix,French Grand Prix,5,5,33,Aston Martin,10,11,-1,100.0
2022,1,French Grand Prix,French Grand Prix,23,23,35,Williams,9,13,-4,100.0
2022,1,French Grand Prix,French Grand Prix,10,10,30,AlphaTauri,9,12,-3,100.0
2022,1,French Grand Prix,French Grand Prix,18,18,31,Aston Martin,9,10,-1,100.0
2022,1,French Grand Prix,French Grand Prix,24,24,25,Alfa Romeo,12,16,-4,100.0
2022,1,French Grand Prix,French Grand Prix,47,47,36,Haas F1 Team,12,15,-3,100.0
2022,1,French Grand Prix,French Grand Prix,6,6,33,Williams,13,17,-4,100.0
2022,1,French Grand Prix,French Grand Prix,55,55,34,Ferrari,6,5,1,100.0
2022,1,French Grand Prix,French Grand Prix,20,20,31,Haas F1 Team,15,18,-3,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,63,63,26,Mercedes,4,3,1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,55,55,30,Ferrari,5,4,1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,16,16,26,Ferrari,7,6,1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,4,4,30,McLaren,7,7,0,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,31,31,34,Alpine,7,9,-2,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,14,14,35,Alpine,6,8,-2,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,44,44,36,Mercedes,3,2,1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,77,77,25,Alfa Romeo,16,20,-4,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,3,3,33,McLaren,15,15,0,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,1,1,29,Red Bull Racing,3,1,2,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,11,11,26,Red Bull Racing,7,5,2,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,24,24,26,Alfa Romeo,9,13,-4,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,20,20,32,Haas F1 Team,13,16,-3,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,18,18,30,Aston Martin,10,11,-1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,47,47,28,Haas F1 Team,11,14,-3,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,22,22,35,AlphaTauri,16,19,-3,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,23,23,33,Williams,13,17,-4,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,5,5,30,Aston Martin,9,10,-1,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,6,6,32,Williams,14,18,-4,100.0
2022,1,Hungarian Grand Prix,Hungarian Grand Prix,10,10,24,AlphaTauri,9,12,-3,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,55,55,30,Ferrari,4,3,1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,11,11,29,Red Bull Racing,4,2,2,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,14,14,33,Alpine,3,5,-2,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,44,44,35,Mercedes,21,20,1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,63,63,32,Mercedes,5,4,1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,23,23,24,Williams,6,10,-4,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,3,3,36,McLaren,15,15,0,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,10,10,27,AlphaTauri,6,9,-3,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,18,18,32,Aston Martin,10,11,-1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,5,5,27,Aston Martin,7,8,-1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,6,6,33,Williams,14,18,-4,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,20,20,26,Haas F1 Team,13,16,-3,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,77,77,32,Alfa Romeo,15,19,-4,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,1,1,36,Red Bull Racing,3,1,2,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,16,16,25,Ferrari,7,6,1,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,31,31,27,Alpine,5,7,-2,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,4,4,29,McLaren,12,12,0,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,24,24,25,Alfa Romeo,10,14,-4,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,47,47,31,Haas F1 Team,14,17,-3,100.0
2022,1,Belgian Grand Prix,Belgian Grand Prix,22,22,31,AlphaTauri,10,13,-3,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,1,1,24,Red Bull Racing,3,1,2,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,16,16,35,Ferrari,4,3,1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,55,55,26,Ferrari,9,8,1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,44,44,33,Mercedes,5,4,1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,11,11,32,Red Bull Racing,7,5,2,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,63,63,28,Mercedes,3,2,1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,4,4,29,McLaren,7,7,0,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,47,47,27,Haas F1 Team,10,13,-3,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,22,22,33,AlphaTauri,17,20,-3,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,18,18,25,Aston Martin,9,10,-1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,10,10,34,AlphaTauri,8,11,-3,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,31,31,31,Alpine,7,9,-2,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,14,14,34,Alpine,4,6,-2,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,24,24,36,Alfa Romeo,12,16,-4,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,23,23,29,Williams,8,12,-4,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,77,77,28,Alfa Romeo,15,19,-4,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,3,3,32,McLaren,17,17,0,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,20,20,24,Haas F1 Team,12,15,-3,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,5,5,28,Aston Martin,13,14,-1,100.0
2022,1,Dutch Grand Prix,Dutch Grand Prix,6,6,29,Williams,14,18,-4,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,16,16,28,Ferrari,3,2,1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,63,63,29,Mercedes,4,3,1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,4,4,29,McLaren,7,7,0,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,3,3,30,McLaren,17,17,0,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,10,10,27,AlphaTauri,5,8,-3,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,14,14,34,Alpine,17,19,-2,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,1,1,31,Red Bull Racing,3,1,2,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,45,45,30,Williams,5,9,-4,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,24,24,32,Alfa Romeo,6,10,-4,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,6,6,30,Williams,11,15,-4,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,5,5,26,Aston Martin,19,20,-1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,18,18,26,Aston Martin,17,18,-1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,11,11,31,Red Bull Racing,8,6,2,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,31,31,28,Alpine,9,11,-2,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,77,77,27,Alfa Romeo,9,13,-4,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,20,20,31,Haas F1 Team,13,16,-3,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,47,47,29,Haas F1 Team,9,12,-3,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,55,55,25,Ferrari,5,4,1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,44,44,27,Mercedes,6,5,1,100.0
2022,1,Italian Grand Prix,Italian Grand Prix,22,22,35,AlphaTauri,11,14,-3,100.0
2022,1,Singapore Grand Prix,Marina Bay,16,16,34,Ferrari,3,2,1,100.0
2022,1,Singapore Grand Prix,Marina Bay,11,11,27,Red Bull Racing,3,1,2,100.0
2022,1,Singapore Grand Prix,Marina Bay,44,44,29,Mercedes,10,9,1,100.0
2022,1,Singapore Grand Prix,Marina Bay,55,55,29,Ferrari,4,3,1,100.0
2022,1,Singapore Grand Prix,Marina Bay,14,14,24,Alpine,16,18,-2,100.0
2022,1,Singapore Grand Prix,Marina Bay,4,4,31,McLaren,4,4,0,100.0
2022,1,Singapore Grand Prix,Marina Bay,10,10,29,AlphaTauri,7,10,-3,100.0
2022,1,Singapore Grand Prix,Marina Bay,1,1,26,Red Bull Racing,9,7,2,100.0
2022,1,Singapore Grand Prix,Marina Bay,20,20,32,Haas F1 Team,9,12,-3,100.0
2022,1,Singapore Grand Prix,Marina Bay,22,22,25,AlphaTauri,12,15,-3,100.0
2022,1,Singapore Grand Prix,Marina Bay,18,18,34,Aston Martin,5,6,-1,100.0
2022,1,Singapore Grand Prix,Marina Bay,47,47,31,Haas F1 Team,10,13,-3,100.0
2022,1,Singapore Grand Prix,Marina Bay,5,5,33,Aston Martin,7,8,-1,100.0
2022,1,Singapore Grand Prix,Marina Bay,24,24,26,Alfa Romeo,16,20,-4,100.0
2022,1,Singapore Grand Prix,Marina Bay,77,77,36,Alfa Romeo,7,11,-4,100.0
2022,1,Singapore Grand Prix,Marina Bay,3,3,35,McLaren,5,5,0,100.0
2022,1,Singapore Grand Prix,Marina Bay,31,31,28,Alpine,14,16,-2,100.0
2022,1,Singapore Grand Prix,Marina Bay,23,23,29,Williams,13,17,-4,100.0
2022,1,Singapore Grand Prix,Marina Bay,6,6,33,Williams,15,19,-4,100.0
2022,1,Singapore Grand Prix,Marina Bay,63,63,29,Mercedes,15,14,1,100.0
2022,1,Japanese Grand Prix,Suzuka,1,1,27,Red Bull Racing,3,1,2,100.0
2022,1,Japanese Grand Prix,Suzuka,16,16,26,Ferrari,4,3,1,100.0
2022,1,Japanese Grand Prix,Suzuka,55,55,27,Ferrari,20,19,1,100.0
2022,1,Japanese Grand Prix,Suzuka,11,11,24,Red Bull Racing,4,2,2,100.0
2022,1,Japanese Grand Prix,Suzuka,31,31,27,Alpine,2,4,-2,100.0
2022,1,Japanese Grand Prix,Suzuka,44,44,24,Mercedes,6,5,1,100.0
2022,1,Japanese Grand Prix,Suzuka,14,14,35,Alpine,5,7,-2,100.0
2022,1,Japanese Grand Prix,Suzuka,63,63,24,Mercedes,9,8,1,100.0
2022,1,Japanese Grand Prix,Suzuka,5,5,33,Aston Martin,5,6,-1,100.0
2022,1,Japanese Grand Prix,Suzuka,4,4,29,McLaren,10,10,0,100.0
2022,1,Japanese Grand Prix,Suzuka,3,3,28,McLaren,11,11,0,100.0
2022,1,Japanese Grand Prix,Suzuka,77,77,34,Alfa Romeo,11,15,-4,100.0
2022,1,Japanese Grand Prix,Suzuka,22,22,27,AlphaTauri,10,13,-3,100.0
2022,1,Japanese Grand Prix,Suzuka,24,24,36,Alfa Romeo,12,16,-4,100.0
2022,1,Japanese Grand Prix,Suzuka,47,47,34,Haas F1 Team,15,18,-3,100.0
2022,1,Japanese Grand Prix,Suzuka,23,23,26,Williams,16,20,-4,100.0
2022,1,Japanese Grand Prix,Suzuka,10,10,24,AlphaTauri,14,17,-3,100.0
2022,1,Japanese Grand Prix,Suzuka,20,20,29,Haas F1 Team,11,14,-3,100.0
2022,1,Japanese Grand Prix,Suzuka,18,18,25,Aston Martin,11,12,-1,100.0
2022,1,Japanese Grand Prix,Suzuka,6,6,31,Williams,5,9,-4,100.0
2022,1,United States Grand Prix,United States Grand Prix,55,55,33,Ferrari,21,20,1,100.0
2022,1,United States Grand Prix,United States Grand Prix,1,1,28,Red Bull Racing,3,1,2,100.0
2022,1,United States Grand Prix,United States Grand Prix,44,44,30,Mercedes,3,2,1,100.0
2022,1,United States Grand Prix,United States Grand Prix,63,63,33,Mercedes,6,5,1,100.0
2022,1,United States Grand Prix,United States Grand Prix,18,18,35,Aston Martin,17,18,-1,100.0
2022,1,United States Grand Prix,United States Grand Prix,4,4,25,McLaren,6,6,0,100.0
2022,1,United States Grand Prix,United States Grand Prix,77,77,36,Alfa Romeo,15,19,-4,100.0
2022,1,United States Grand Prix,United States Grand Prix,23,23,31,Williams,8,12,-4,100.0
2022,1,United States Grand Prix,United States Grand Prix,11,11,25,Red Bull Racing,6,4,2,100.0
2022,1,United States Grand Prix,United States Grand Prix,5,5,27,Aston Martin,7,8,-1,100.0
2022,1,United States Grand Prix,United States Grand Prix,10,10,24,AlphaTauri,11,14,-3,100.0
2022,1,United States Grand Prix,United States Grand Prix,16,16,28,Ferrari,4,3,1,100.0
2022,1,United States Grand Prix,United States Grand Prix,20,20,32,Haas F1 Team,6,9,-3,100.0
2022,1,United States Grand Prix,United States Grand Prix,14,14,24,Alpine,5,7,-2,100.0
2022,1,United States Grand Prix,United States Grand Prix,3,3,32,McLaren,16,16,0,100.0
2022,1,United States Grand Prix,United States Grand Prix,47,47,34,Haas F1 Team,12,15,-3,100.0
2022,1,United States Grand Prix,United States Grand Prix,6,6,31,Williams,13,17,-4,100.0
2022,1,United States Grand Prix,United States Grand Prix,24,24,29,Alfa Romeo,9,13,-4,100.0
2022,1,United States Grand Prix,United States Grand Prix,22,22,30,AlphaTauri,7,10,-3,100.0
2022,1,United States Grand Prix,United States Grand Prix,31,31,26,Alpine,9,11,-2,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,1,1,24,Red Bull Racing,3,1,2,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,63,63,28,Mercedes,5,4,1,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,44,44,35,Mercedes,3,2,1,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,11,11,35,Red Bull Racing,5,3,2,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,55,55,25,Ferrari,6,5,1,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,77,77,28,Alfa Romeo,6,10,-4,100.0
2022,1,Mexico City Grand Prix,Hermanos Rodriguez,16,16,31,Ferrari,7,6,1,100.0
